id,time_observed_at,user_id
23337273,2019-04-27 09:35:17 UTC,1680500
23337286,2019-04-27 09:31:08 UTC,811841
23337306,2019-04-27 09:36:16 UTC,1245075
23337308,2019-04-27 08:59:18 UTC,353381
23337312,2019-04-27 11:36:58 UTC,1358449
23337327,2019-04-27 11:35:02 UTC,1680928
23337330,2019-04-27 09:36:19 UTC,1680500
23337349,2019-04-27 09:36:46 UTC,1583947
23337354,2019-04-27 09:36:10 UTC,783022
23337371,2019-04-27 08:59:57 UTC,353381
23337378,2019-04-27 11:37:04 UTC,1261801
23337379,2019-04-27 20:42:42 UTC,894051
23337381,2019-04-27 11:38:30 UTC,1358449
23337388,2019-04-27 11:37:05 UTC,1680928
23337402,2019-04-27 09:37:11 UTC,1680500
23337438,2019-04-27 11:34:03 UTC,1681004
23337464,2019-04-27 09:38:21 UTC,667811
23337475,2019-04-27 09:37:30 UTC,783022
23337479,2019-04-27 11:37:21 UTC,1670296
23337500,2019-04-27 11:34:57 UTC,1676345
23337505,2019-04-27 09:38:13 UTC,1583947
23337508,2019-04-27 11:38:40 UTC,1680928
23337509,2019-04-27 09:37:24 UTC,1680500
23337516,2019-04-27 09:30:47 UTC,811841
23337522,2019-04-27 11:38:43 UTC,1670296
23337562,2019-04-27 09:39:38 UTC,842327
23337567,2019-04-27 09:39:45 UTC,1245075
23337603,2019-04-27 11:39:20 UTC,1617933
23337604,2019-04-27 09:39:51 UTC,667811
23337621,2019-04-27 11:39:26 UTC,1680928
23337654,2019-04-27 11:39:45 UTC,1261801
23337668,2019-04-27 09:40:33 UTC,667811
23337681,2019-04-27 11:40:23 UTC,1680928
23337688,2019-04-27 11:12:59 UTC,1676345
23337694,2019-04-27 09:40:48 UTC,1680500
23337711,2019-04-27 11:42:19 UTC,1358449
23337729,2019-04-27 09:41:24 UTC,667811
23337759,2019-04-27 11:41:30 UTC,1261801
23337799,2019-04-27 11:41:50 UTC,1680928
23337801,2019-04-27 09:42:17 UTC,667811
23337808,2019-04-27 11:43:28 UTC,1358449
23337825,2019-04-27 11:40:24 UTC,1670296
23337832,2019-04-27 11:42:32 UTC,1680928
23337835,2019-04-27 21:36:49 UTC,894051
23337844,2019-04-27 09:30:13 UTC,811841
23337852,2019-04-27 10:54:34 UTC,1677401
23337865,2019-04-27 11:44:23 UTC,1358449
23337874,2019-04-27 09:42:25 UTC,1680500
23337893,2019-04-27 09:44:02 UTC,1681178
23337920,2019-04-27 11:43:54 UTC,1680928
23337937,2019-04-27 08:58:33 UTC,353381
23337944,2019-04-27 09:44:06 UTC,667811
23337957,2019-04-27 11:42:54 UTC,1261801
23337977,2019-04-27 08:58:04 UTC,353381
23337983,2019-04-27 09:44:47 UTC,1681178
23338011,2019-04-27 11:45:59 UTC,1358449
23338024,2019-04-27 09:44:32 UTC,1680500
23338043,2019-04-27 08:57:04 UTC,353381
23338070,2019-04-27 11:45:35 UTC,1680928
23338073,2019-04-27 08:56:47 UTC,353381
23338137,2019-04-27 08:31:58 UTC,353381
23338155,2019-04-27 09:46:42 UTC,667811
23338156,2019-04-27 09:35:12 UTC,1681214
23338168,2019-04-27 10:54:40 UTC,1677401
23338171,2019-04-27 08:33:01 UTC,353381
23338188,2019-04-27 11:46:38 UTC,1261801
23338202,2019-04-27 09:47:18 UTC,1245075
23338211,2019-04-27 08:33:30 UTC,353381
23338223,2019-04-27 10:46:11 UTC,796473
23338236,,1680928
23338294,2019-04-27 08:34:04 UTC,353381
23338322,2019-04-27 09:47:57 UTC,667811
23338326,2019-04-27 11:47:46 UTC,1261801
23338341,2019-04-27 08:34:11 UTC,353381
23338345,2019-04-27 09:47:02 UTC,1680500
23338351,2019-04-27 11:46:18 UTC,1670296
23338412,2019-04-27 09:48:15 UTC,1583947
23338461,2019-04-27 09:45:32 UTC,885619
23338497,2019-04-27 09:49:21 UTC,1680500
23338499,2019-04-27 10:48:37 UTC,796473
23338504,2019-04-27 11:49:32 UTC,1680928
23338505,2019-04-27 11:49:28 UTC,1261801
23338528,2019-04-27 11:49:41 UTC,1670296
23338549,2019-04-27 11:50:08 UTC,1680928
23338554,2019-04-27 09:50:01 UTC,1680500
23338569,2019-04-27 08:36:12 UTC,353381
23338591,2019-04-27 11:50:37 UTC,1670296
23338618,2019-04-27 11:50:24 UTC,1261801
23338623,2019-04-27 08:40:53 UTC,353381
23338647,2019-04-27 09:51:15 UTC,1680500
23338648,2019-04-27 11:52:42 UTC,1358449
23338651,2019-04-27 08:41:09 UTC,353381
23338678,2019-04-27 11:51:41 UTC,1261801
23338679,2019-04-27 11:51:34 UTC,1680928
23338726,2019-04-27 08:42:53 UTC,353381
23338754,2019-04-27 11:52:18 UTC,1680928
23338759,2019-04-27 09:49:05 UTC,667811
23338769,2019-04-27 09:52:22 UTC,1680500
23338783,2019-04-27 09:52:37 UTC,667811
23338786,2019-04-27 11:52:42 UTC,1261801
23338797,2019-04-27 11:52:30 UTC,1670296
23338805,2019-04-27 08:43:42 UTC,353381
23338812,2019-04-27 09:29:53 UTC,811841
23338818,2019-04-27 09:51:46 UTC,908366
23338855,2019-04-27 08:44:56 UTC,353381
23338860,2019-04-27 21:53:12 UTC,894051
23338876,2019-04-27 09:54:13 UTC,908366
23338882,2019-04-27 09:54:03 UTC,667811
23338902,2019-04-27 11:54:12 UTC,1670296
23338937,2019-04-27 09:54:03 UTC,1680500
23339007,2019-04-27 11:55:28 UTC,1680928
23339015,2019-04-27 09:56:03 UTC,667811
23339025,2019-04-27 09:55:48 UTC,885619
23339026,2019-04-27 11:55:51 UTC,1261801
23339061,2019-04-27 10:51:00 UTC,796473
23339073,2019-04-27 09:56:32 UTC,667811
23339078,2019-04-27 09:56:05 UTC,908366
23339121,2019-04-27 11:56:21 UTC,1680928
23339127,2019-04-27 09:57:40 UTC,1245075
23339141,2019-04-27 09:29:20 UTC,811841
23339183,2019-04-27 09:58:05 UTC,1245075
23339203,2019-04-27 11:58:15 UTC,1680928
23339217,2019-04-27 09:58:58 UTC,885619
23339218,2019-04-27 09:58:11 UTC,1680500
23339257,2019-04-27 09:59:37 UTC,1245075
23339272,2019-04-27 09:29:02 UTC,811841
23339273,2019-04-27 09:59:54 UTC,667811
23339278,2019-04-27 11:59:34 UTC,1680928
23339298,2019-04-27 10:00:24 UTC,1245075
23339299,2019-04-27 12:00:59 UTC,1358449
23339349,2019-04-27 12:00:21 UTC,1680928
23339366,2019-04-27 09:28:49 UTC,811841
23339385,2019-04-27 10:01:30 UTC,667811
23339390,2019-04-27 10:01:34 UTC,908366
23339392,2019-04-27 10:01:35 UTC,885619
23339407,2019-04-27 11:47:07 UTC,1676345
23339478,2019-04-27 09:28:45 UTC,811841
23339484,2019-04-27 10:02:23 UTC,1680500
23339505,2019-04-27 12:02:06 UTC,1680928
23339507,2019-04-27 12:04:17 UTC,1358449
23339558,2019-04-27 12:03:47 UTC,1680928
23339560,2019-04-27 10:04:14 UTC,885619
23339584,2019-04-27 09:28:22 UTC,811841
23339596,2019-04-27 12:04:20 UTC,1261801
23339604,2019-04-27 11:11:46 UTC,1676345
23339608,2019-04-27 10:02:20 UTC,1680500
23339611,2019-04-27 12:05:46 UTC,1358449
23339617,2019-04-27 12:03:01 UTC,1181272
23339629,2019-04-27 10:04:16 UTC,1680500
23339666,2019-04-27 10:05:30 UTC,667811
23339673,2019-04-27 10:05:29 UTC,908366
23339681,2019-04-27 09:27:58 UTC,811841
23339725,2019-04-27 12:05:32 UTC,1680928
23339748,2019-04-27 10:06:24 UTC,667811
23339762,2019-04-27 10:03:02 UTC,794099
23339764,2019-04-27 10:06:23 UTC,1646196
23339765,2019-04-27 09:27:40 UTC,811841
23339785,2019-04-27 12:06:38 UTC,1261801
23339798,2019-04-27 12:06:32 UTC,1680928
23339816,2019-04-27 10:07:07 UTC,1677184
23339828,2019-04-27 10:07:14 UTC,1583947
23339833,2019-04-27 10:06:08 UTC,1680500
23339843,2019-04-27 09:27:29 UTC,811841
23339871,2019-04-27 10:07:57 UTC,885619
23339917,2019-04-27 10:08:35 UTC,1245075
23339923,2019-04-27 12:07:37 UTC,1261801
23339927,2019-04-27 09:27:09 UTC,811841
23339932,2019-04-27 10:08:42 UTC,885619
23339939,2019-04-27 12:08:00 UTC,1680928
23339942,2019-04-27 10:08:07 UTC,667811
23339958,2019-04-27 10:08:50 UTC,921828
23339972,2019-04-27 10:08:13 UTC,1680500
23339988,2019-04-27 12:10:20 UTC,1358449
23340011,2019-04-27 12:08:09 UTC,1670296
23340014,2019-04-27 10:09:28 UTC,921828
23340015,2019-04-27 09:26:43 UTC,811841
23340045,2019-04-27 10:09:47 UTC,921828
23340055,2019-04-27 08:45:45 UTC,353381
23340082,2019-04-27 10:10:07 UTC,921828
23340092,2019-04-27 09:27:38 UTC,1646196
23340121,2019-04-27 12:09:55 UTC,1680928
23340134,2019-04-27 08:46:16 UTC,353381
23340151,2019-04-27 10:10:08 UTC,1680500
23340155,2019-04-27 09:23:04 UTC,1646196
23340160,2019-04-27 11:05:11 UTC,1676345
23340176,2019-04-27 12:09:30 UTC,1670296
23340194,2019-04-27 11:52:35 UTC,1181272
23340205,2019-04-27 11:10:25 UTC,796473
23340208,2019-04-27 08:47:48 UTC,353381
23340225,2019-04-27 08:48:03 UTC,353381
23340227,2019-04-27 10:11:34 UTC,885619
23340269,2019-04-27 10:12:02 UTC,667811
23340282,2019-04-27 10:11:34 UTC,1680500
23340283,2019-04-27 12:11:44 UTC,1261801
23340294,2019-04-27 08:53:27 UTC,353381
23340310,2019-04-27 08:55:20 UTC,353381
23340327,2019-04-27 12:11:35 UTC,1541929
23340329,2019-04-27 10:12:56 UTC,885619
23340352,2019-04-27 12:11:09 UTC,1680928
23340359,2019-04-27 08:55:45 UTC,353381
23340361,2019-04-27 09:26:17 UTC,811841
23340385,2019-04-27 11:10:49 UTC,1676345
23340582,2019-04-27 09:25:55 UTC,811841
23340604,2019-04-27 11:41:42 UTC,1676345
23340618,2019-04-27 11:08:26 UTC,1663302
23340645,2019-04-27 09:25:52 UTC,811841
23340673,2019-04-27 10:16:27 UTC,667811
23340679,2019-04-27 12:11:44 UTC,1670296
23340688,2019-04-27 08:40:03 UTC,137006
23340724,2019-04-27 10:14:06 UTC,908366
23340739,2019-04-27 09:25:32 UTC,811841
23340768,2019-04-27 08:42:26 UTC,137006
23340788,2019-04-27 10:17:38 UTC,1680500
23340795,2019-04-27 09:25:11 UTC,811841
23340806,2019-04-27 08:43:50 UTC,137006
23340813,2019-04-27 12:17:51 UTC,1261801
23340846,2019-04-27 11:18:05 UTC,1676345
23340854,2019-04-27 08:45:32 UTC,137006
23340880,2019-04-27 09:22:14 UTC,811841
23340893,2019-04-27 08:47:14 UTC,137006
23340899,2019-04-27 12:19:48 UTC,1358449
23340933,2019-04-27 08:48:41 UTC,137006
23340964,2019-04-27 08:49:55 UTC,137006
23340970,2019-04-27 12:19:22 UTC,1680928
23340977,2019-04-27 08:52:18 UTC,137006
23340983,2019-04-27 10:19:48 UTC,1501302
23340994,2019-04-27 10:20:04 UTC,667811
23341001,2019-04-27 08:53:26 UTC,137006
23341012,2019-04-27 10:20:18 UTC,1583947
23341015,2019-04-27 12:19:03 UTC,1670296
23341022,2019-04-27 09:21:14 UTC,811841
23341025,2019-04-27 08:56:04 UTC,137006
23341052,2019-04-27 08:57:53 UTC,137006
23341064,2019-04-27 10:19:54 UTC,1680500
23341077,2019-04-27 09:01:18 UTC,137006
23341125,2019-04-27 12:20:23 UTC,1261801
23341134,2019-04-27 09:04:22 UTC,137006
23341157,2019-04-27 09:05:56 UTC,137006
23341159,2019-04-27 09:21:06 UTC,811841
23341169,2019-04-27 12:22:27 UTC,1358449
23341171,2019-04-27 12:19:57 UTC,1680928
23341174,2019-04-27 09:07:35 UTC,137006
23341180,2019-04-27 10:21:29 UTC,667811
23341210,2019-04-27 09:09:01 UTC,137006
23341273,2019-04-27 09:10:55 UTC,137006
23341288,2019-04-27 09:14:34 UTC,137006
23341296,2019-04-27 10:22:00 UTC,667811
23341299,2019-04-27 09:20:51 UTC,811841
23341312,2019-04-27 09:16:49 UTC,137006
23341347,2019-04-27 10:22:27 UTC,1680500
23341351,2019-04-27 09:17:59 UTC,137006
23341356,2019-04-27 12:22:47 UTC,1680928
23341370,2019-04-27 09:19:11 UTC,137006
23341380,2019-04-27 10:23:15 UTC,1501302
23341392,2019-04-27 09:10:01 UTC,923300
23341393,2019-04-27 10:22:24 UTC,667811
23341397,2019-04-27 10:22:16 UTC,1680500
23341399,2019-04-27 09:20:36 UTC,137006
23341417,2019-04-27 11:26:03 UTC,1589594
23341430,2019-04-27 09:21:27 UTC,137006
23341436,2019-04-27 09:20:25 UTC,811841
23341438,2019-04-27 10:23:19 UTC,1681295
23341440,2019-04-27 12:23:34 UTC,1261801
23341447,2019-04-27 09:22:25 UTC,137006
23341471,2019-04-27 09:23:57 UTC,137006
23341472,2019-04-27 12:23:22 UTC,1680928
23341487,2019-04-27 09:25:02 UTC,137006
23341508,2019-04-27 09:27:23 UTC,137006
23341534,2019-04-27 09:16:21 UTC,811841
23341537,2019-04-27 09:31:53 UTC,137006
23341540,2019-04-27 12:24:36 UTC,1261801
23341547,2019-04-27 12:26:12 UTC,1358449
23341551,2019-04-27 12:23:39 UTC,1617933
23341566,2019-04-27 09:33:24 UTC,137006
23341580,2019-04-27 08:35:38 UTC,353381
23341582,2019-04-27 09:41:15 UTC,137006
23341584,2019-04-27 11:11:46 UTC,1676345
23341607,2019-04-27 09:43:40 UTC,137006
23341611,2019-04-27 10:25:42 UTC,1624070
23341620,2019-04-27 10:23:38 UTC,667811
23341638,2019-04-27 12:25:15 UTC,1680928
23341656,2019-04-27 09:49:15 UTC,137006
23341657,2019-04-27 12:26:57 UTC,1358449
23341673,2019-04-27 10:25:37 UTC,667811
23341682,2019-04-27 09:59:38 UTC,137006
23341684,2019-04-27 08:52:58 UTC,353381
23341704,2019-04-27 10:09:00 UTC,137006
23341725,2019-04-27 10:09:54 UTC,137006
23341743,2019-04-27 10:14:46 UTC,137006
23341756,2019-04-27 10:47:24 UTC,137006
23341766,2019-04-27 12:26:43 UTC,1680928
23341772,2019-04-27 12:26:43 UTC,1261801
23341776,2019-04-27 09:14:16 UTC,811841
23341788,2019-04-27 10:49:37 UTC,137006
23341817,2019-04-27 10:51:31 UTC,137006
23341834,2019-04-27 10:52:19 UTC,137006
23341842,2019-04-27 10:26:20 UTC,667811
23341856,2019-04-27 08:37:03 UTC,353381
23341859,2019-04-27 10:28:06 UTC,667811
23341861,2019-04-27 10:54:07 UTC,137006
23341887,2019-04-27 10:55:21 UTC,137006
23341900,2019-04-27 10:28:32 UTC,667811
23341958,2019-04-27 12:28:41 UTC,1261801
23342040,2019-04-27 08:41:59 UTC,353381
23342041,2019-04-27 09:11:17 UTC,811841
23342053,2019-04-27 10:30:05 UTC,667811
23342075,2019-04-27 09:10:43 UTC,811841
23342128,2019-04-27 09:11:50 UTC,353381
23342162,2019-04-27 12:30:45 UTC,1680928
23342186,2019-04-27 09:10:27 UTC,811841
23342254,2019-04-27 12:33:12 UTC,1358449
23342262,2019-04-27 08:31:24 UTC,353381
23342308,2019-04-27 09:10:09 UTC,811841
23342358,2019-04-27 10:23:32 UTC,1677745
23342423,2019-04-27 12:32:57 UTC,1680928
23342430,2019-04-27 09:09:50 UTC,811841
23342462,2019-04-26 13:08:53 UTC,353381
23342475,2019-04-27 10:25:25 UTC,1677745
23342533,2019-04-27 10:35:19 UTC,667811
23342561,2019-04-27 12:34:39 UTC,1680928
23342563,2019-04-26 13:08:41 UTC,353381
23342591,2019-04-27 10:34:59 UTC,1680500
23342596,2019-04-27 09:08:57 UTC,811841
23342618,2019-04-27 12:35:04 UTC,1261801
23342628,2019-04-27 12:35:27 UTC,1681439
23342632,2019-04-27 10:36:06 UTC,667811
23342646,2019-04-27 11:33:41 UTC,1663529
23342658,2019-04-27 10:36:44 UTC,1245075
23342705,2019-04-27 10:36:41 UTC,1680500
23342708,2019-04-27 12:36:50 UTC,1680928
23342712,2019-04-27 12:36:50 UTC,1261801
23342734,2019-04-27 12:35:27 UTC,1432092
23342816,2019-04-27 11:37:10 UTC,1663529
23342859,2019-04-27 12:38:03 UTC,1261801
23342871,2019-04-27 10:38:27 UTC,1501302
23342903,2019-04-27 12:37:51 UTC,1680928
23342933,2019-04-27 10:39:15 UTC,667811
23342962,2019-04-27 10:39:05 UTC,1680500
23342963,2019-04-27 11:38:42 UTC,1663529
23342977,2019-04-27 12:39:09 UTC,1680928
23343041,2019-04-27 12:39:52 UTC,1261801
23343045,2019-04-27 12:41:33 UTC,1358449
23343099,2019-04-27 12:40:02 UTC,1680928
23343106,2019-04-27 11:40:19 UTC,1663529
23343136,2019-04-27 12:42:05 UTC,1358449
23343221,2019-04-26 11:47:57 UTC,353381
23343223,2019-04-27 12:41:32 UTC,1680928
23343320,2019-04-27 10:42:01 UTC,1680500
23343379,2019-04-27 12:41:51 UTC,1261801
23343380,2019-04-27 12:42:41 UTC,1680928
23343405,2019-04-26 11:07:04 UTC,353381
23343431,2019-04-27 10:43:24 UTC,1646196
23343459,2019-04-26 11:19:39 UTC,353381
23343499,2019-04-27 12:44:17 UTC,1680928
23343500,2019-04-27 12:43:52 UTC,1432092
23343502,2019-04-27 12:44:24 UTC,1261801
23343548,2019-04-27 11:45:17 UTC,796473
23343565,2019-04-27 12:46:10 UTC,1358449
23343569,2019-04-27 12:44:55 UTC,1680928
23343628,2019-04-27 10:45:14 UTC,1614885
23343630,2019-04-27 10:44:46 UTC,1681458
23343709,2019-04-27 10:46:37 UTC,667811
23343722,2019-04-27 12:46:19 UTC,1680506
23343772,2019-04-27 12:47:24 UTC,1680506
23343917,2019-04-27 10:46:13 UTC,1646196
23343928,2019-04-27 10:48:52 UTC,667811
23343942,2019-04-27 10:48:48 UTC,1681458
23343977,2019-04-27 10:49:24 UTC,1646196
23343981,2019-04-27 12:48:59 UTC,1680506
23344027,2019-04-27 12:49:33 UTC,1261801
23344070,2019-04-27 12:50:48 UTC,1358449
23344203,2019-04-27 12:49:43 UTC,1680928
23344243,2019-04-26 13:10:14 UTC,353381
23344245,2019-04-27 12:53:20 UTC,1358449
23344258,2019-04-27 12:51:13 UTC,1261801
23344296,2019-04-27 12:51:46 UTC,1680928
23344303,2019-04-27 12:53:50 UTC,1358449
23344338,2019-04-27 10:52:58 UTC,667811
23344382,2019-04-26 13:07:28 UTC,353381
23344430,2019-04-27 10:52:35 UTC,1681458
23344453,2019-04-26 13:06:23 UTC,353381
23344473,2019-04-27 12:54:03 UTC,1261801
23344475,2019-04-27 12:53:29 UTC,1680928
23344494,2019-04-26 13:06:14 UTC,353381
23344515,2019-04-26 13:05:54 UTC,353381
23344517,2019-04-27 12:55:59 UTC,1358449
23344576,2019-04-27 12:54:43 UTC,1680928
23344632,2019-04-27 11:55:10 UTC,796473
23344797,2019-04-27 12:57:22 UTC,1261801
23344838,2019-04-27 12:56:59 UTC,1680928
23344891,2019-04-27 10:58:15 UTC,667811
23344939,2019-04-27 12:58:23 UTC,1261801
23344966,2019-04-27 13:00:10 UTC,1358449
23345086,2019-04-27 12:58:13 UTC,1680928
23345155,2019-04-27 11:00:34 UTC,667811
23345218,2019-04-27 13:00:21 UTC,1680928
23345231,2019-04-27 13:01:41 UTC,1358449
23345244,2019-04-27 11:00:38 UTC,1681458
23345256,2019-04-27 13:00:45 UTC,1261801
23345333,2019-04-27 13:01:18 UTC,1680928
23345335,2019-04-27 11:53:39 UTC,1622501
23345366,2019-04-27 11:01:31 UTC,1666955
23345432,2019-04-27 11:42:24 UTC,1663529
23345454,2019-04-27 11:03:05 UTC,908366
23345544,2019-04-27 11:03:48 UTC,1666955
23345623,2019-04-27 10:44:46 UTC,1653354
23345642,2019-04-27 10:49:08 UTC,1653354
23345665,2019-04-27 10:52:25 UTC,1653354
23345681,2019-04-27 10:52:45 UTC,1653354
23345694,2019-04-27 11:04:28 UTC,1666955
23345723,2019-04-27 11:43:46 UTC,1663529
23345730,2019-04-27 11:04:46 UTC,1681576
23345745,2019-04-27 10:52:56 UTC,1653354
23345768,2019-04-27 10:53:39 UTC,1653354
23345808,2019-04-27 10:54:10 UTC,1653354
23345856,2019-04-27 11:06:08 UTC,1666955
23345943,2019-04-27 11:06:18 UTC,1681576
23346002,2019-04-27 11:07:59 UTC,1624070
23346036,2019-04-27 13:08:22 UTC,1358449
23346059,2019-04-27 11:07:21 UTC,1666955
23346063,2019-04-27 09:06:16 UTC,811841
23346086,2019-04-27 11:08:11 UTC,1681576
23346127,2019-04-27 09:06:29 UTC,811841
23346182,2019-04-26 12:10:44 UTC,353381
23346187,2019-04-27 09:05:58 UTC,811841
23346245,2019-04-27 09:05:33 UTC,811841
23346293,2019-04-27 11:09:27 UTC,1681576
23346319,2019-04-27 09:06:48 UTC,811841
23346322,2019-04-27 11:10:08 UTC,1666955
23346360,2019-04-26 12:30:08 UTC,353381
23346380,2019-04-27 11:10:33 UTC,1666955
23346393,2019-04-27 08:58:57 UTC,811841
23346483,2019-04-27 11:11:17 UTC,1624070
23346484,2019-04-27 11:10:45 UTC,1681576
23346490,2019-04-27 08:58:17 UTC,811841
23346509,2019-04-27 11:11:20 UTC,1666955
23346568,2019-04-27 08:58:04 UTC,811841
23346592,2019-04-27 11:11:58 UTC,1666955
23346599,2019-04-27 11:46:08 UTC,1663529
23346608,2019-04-27 11:12:11 UTC,1681576
23346635,2019-04-27 08:58:00 UTC,811841
23346702,2019-04-26 12:55:08 UTC,353381
23346733,2019-04-27 11:12:47 UTC,1666955
23346772,2019-04-27 11:13:30 UTC,1666955
23346809,2019-04-27 11:13:45 UTC,667811
23346814,2019-04-26 12:56:13 UTC,353381
23346822,2019-04-27 11:14:07 UTC,1666955
23346836,2019-04-27 11:14:16 UTC,1624070
23346876,2019-04-26 11:35:01 UTC,1361699
23346883,2019-04-27 12:12:35 UTC,1663302
23346944,2019-04-26 13:04:18 UTC,353381
23347009,2019-04-27 13:15:18 UTC,1670296
23347018,2019-04-27 11:15:38 UTC,667811
23347191,2019-04-27 11:16:49 UTC,1624070
23347633,2019-04-26 12:38:41 UTC,353381
23347634,2019-04-27 12:18:28 UTC,1663302
23347758,2019-04-27 11:21:18 UTC,667811
23347895,2019-04-26 12:04:41 UTC,353381
23347942,2019-04-27 11:22:46 UTC,667811
23348014,2019-04-27 11:23:09 UTC,1681576
23348165,2019-04-27 12:22:06 UTC,1663302
23348294,2019-04-27 11:24:24 UTC,1681576
23348608,2019-04-27 13:24:18 UTC,1670296
23348730,2019-04-27 09:24:40 UTC,1657945
23348753,2019-04-27 09:29:15 UTC,1657945
23348770,2019-04-27 09:36:27 UTC,1657945
23348859,2019-04-27 13:28:07 UTC,1670296
23349158,2019-04-27 11:31:22 UTC,783022
23349206,2019-04-27 11:21:11 UTC,911413
23349264,2019-04-26 13:02:40 UTC,353381
23349291,2019-04-27 11:31:53 UTC,783022
23349474,2019-04-26 13:00:17 UTC,353381
23349586,2019-04-27 13:33:49 UTC,1670296
23349689,2019-04-27 13:35:24 UTC,1670296
23349718,2019-04-27 11:35:34 UTC,667811
23349724,2019-04-27 11:35:23 UTC,1681476
23349868,2019-04-27 11:36:55 UTC,667811
23349970,2019-04-27 13:37:24 UTC,1670296
23350020,2019-04-27 11:38:18 UTC,667811
23350248,2019-04-27 11:39:43 UTC,667811
23350560,2019-04-27 11:38:03 UTC,397396
23350706,2019-04-26 16:59:24 UTC,1488476
23350722,2019-04-26 17:01:39 UTC,1488476
23350735,2019-04-26 17:46:48 UTC,1488476
23350744,2019-04-27 13:42:59 UTC,1670296
23351208,2019-04-27 13:46:35 UTC,1670296
23351301,2019-04-27 11:44:01 UTC,1488476
23351307,2019-04-27 11:45:28 UTC,1488476
23351312,2019-04-27 11:46:17 UTC,1488476
23351315,2019-04-27 11:47:10 UTC,1488476
23351321,2019-04-27 11:47:37 UTC,1488476
23351376,2019-04-26 12:59:24 UTC,353381
23351458,2019-04-27 11:49:08 UTC,667811
23351515,2019-04-27 11:49:30 UTC,885619
23351526,2019-04-26 12:59:17 UTC,353381
23351622,2019-04-26 12:57:59 UTC,353381
23351632,2019-04-27 11:50:12 UTC,883351
23351687,2019-04-27 11:50:50 UTC,667811
23351733,2019-04-27 13:49:15 UTC,1677181
23351744,2019-04-27 11:51:21 UTC,885619
23351821,2019-04-27 11:51:01 UTC,883351
23351839,2019-04-26 12:51:36 UTC,353381
23351856,2019-04-27 11:52:09 UTC,885619
23351959,2019-04-26 12:49:16 UTC,353381
23352010,2019-04-27 11:53:34 UTC,885619
23352030,2019-04-27 11:53:38 UTC,883351
23352046,2019-04-26 12:46:19 UTC,353381
23352175,2019-04-27 11:54:08 UTC,883351
23352282,2019-04-27 13:53:26 UTC,1677181
23352326,2019-04-27 11:55:49 UTC,883351
23352340,2019-04-27 11:55:57 UTC,842327
23352420,2019-04-27 11:56:31 UTC,842327
23352641,2019-04-27 12:33:17 UTC,1663529
23352886,2019-04-27 12:34:26 UTC,1663529
23353028,2019-04-27 13:00:14 UTC,664459
23353127,2019-04-27 12:34:59 UTC,1663529
23353237,2019-04-27 11:59:45 UTC,923984
23353443,2019-04-27 12:37:08 UTC,1663529
23353560,2019-04-27 12:03:37 UTC,923984
23353649,2019-04-27 13:50:48 UTC,1432092
23353666,2019-04-27 12:48:17 UTC,1663529
23353969,2019-04-27 13:02:53 UTC,664459
23353989,2019-04-27 12:47:20 UTC,1663529
23354022,2019-04-27 12:05:28 UTC,923984
23354044,2019-04-27 14:07:02 UTC,1670296
23354126,2019-04-27 11:15:59 UTC,781146
23354192,2019-04-27 14:07:59 UTC,1680671
23354321,2019-04-27 12:08:22 UTC,923984
23354435,2019-04-27 13:08:26 UTC,1622501
23354486,2019-04-27 12:10:21 UTC,1670644
23354498,2019-04-27 14:09:42 UTC,1680671
23354591,2019-04-27 12:10:59 UTC,1474650
23354613,2019-04-27 12:10:41 UTC,923984
23354736,2019-04-27 12:37:53 UTC,1663529
23354790,2019-04-27 12:12:22 UTC,921828
23354792,2019-04-27 12:12:28 UTC,667811
23354822,2019-04-27 12:12:41 UTC,667811
23354830,2019-04-27 12:12:18 UTC,923984
23354896,2019-04-26 12:44:08 UTC,353381
23354947,2019-04-27 12:13:35 UTC,921828
23354980,2019-04-27 12:31:14 UTC,1663529
23355079,2019-04-27 12:13:56 UTC,923984
23355088,2019-04-27 14:14:14 UTC,1680671
23355094,2019-04-27 12:14:47 UTC,842327
23355117,2019-04-27 12:14:47 UTC,921828
23355252,2019-04-27 12:15:47 UTC,921828
23355278,2019-04-27 12:15:11 UTC,923984
23355280,2019-04-27 12:15:57 UTC,667811
23355310,2019-04-27 13:15:58 UTC,796473
23355421,2019-04-27 13:16:23 UTC,796473
23355480,2019-04-27 14:16:07 UTC,1680671
23355507,2019-04-27 12:16:44 UTC,908366
23355529,2019-04-27 12:16:25 UTC,921828
23355546,2019-04-27 13:17:00 UTC,796473
23355672,2019-04-27 12:15:33 UTC,1670644
23355698,2019-04-27 12:16:46 UTC,923984
23355722,2019-04-27 13:17:28 UTC,796473
23355809,2019-04-27 12:17:29 UTC,908366
23355890,2019-04-27 12:49:26 UTC,1663529
23355916,2019-04-27 12:19:07 UTC,908366
23355986,2019-04-27 12:18:10 UTC,923984
23356116,2019-04-27 14:19:43 UTC,1680671
23356333,2019-04-27 12:21:19 UTC,921828
23356343,2019-04-27 14:20:25 UTC,1680671
23356394,2019-04-27 12:21:45 UTC,921828
23356488,2019-04-27 12:22:24 UTC,921828
23356503,2019-04-27 12:22:18 UTC,908366
23356611,2019-04-27 12:20:04 UTC,923984
23356621,2019-04-26 12:39:35 UTC,353381
23356783,2019-04-26 12:39:30 UTC,353381
23356814,2019-04-27 12:23:32 UTC,923984
