id,time_observed_at,user_id
23113082,2019-04-26 09:40:38 UTC,842327
23113092,2019-04-26 11:40:21 UTC,1670095
23113095,2019-04-26 09:40:56 UTC,1663808
23113097,2019-04-26 11:41:01 UTC,1670095
23113121,2019-04-26 09:41:16 UTC,1663808
23113126,2019-04-26 11:37:50 UTC,1297026
23113133,2019-04-26 09:41:45 UTC,1663808
23113164,2019-04-26 09:35:19 UTC,353381
23113166,2019-04-26 09:41:59 UTC,1663808
23113213,2019-04-26 09:42:23 UTC,842327
23113219,2019-04-26 11:42:41 UTC,1670095
23113258,2019-04-26 09:42:40 UTC,1670024
23113291,2019-04-26 09:43:17 UTC,1663808
23113295,2019-04-26 09:43:29 UTC,1663746
23113322,2019-04-26 09:43:59 UTC,1670024
23113326,2019-04-26 11:43:45 UTC,1670095
23113328,2019-04-26 10:41:48 UTC,1367814
23113348,2019-04-26 09:44:21 UTC,1663808
23113368,2019-04-26 11:43:41 UTC,1670296
23113392,2019-04-26 09:45:36 UTC,842327
23113394,2019-04-26 09:45:22 UTC,1663808
23113406,2019-04-26 11:45:47 UTC,1670095
23113413,2019-04-26 10:44:32 UTC,1367814
23113414,2019-04-26 09:46:03 UTC,1663746
23113418,2019-04-26 10:45:25 UTC,1367814
23113420,2019-04-26 09:45:54 UTC,1663808
23113426,2019-04-26 09:46:08 UTC,842327
23113461,2019-04-26 09:46:50 UTC,1663808
23113462,2019-04-26 10:46:31 UTC,1367814
23113476,2019-04-26 09:33:35 UTC,1669992
23113516,2019-04-26 09:47:47 UTC,1670024
23113525,2019-04-26 10:47:41 UTC,1367814
23113548,2019-04-26 09:35:37 UTC,1669992
23113571,2019-04-26 09:37:08 UTC,1669992
23113577,2019-04-26 09:49:02 UTC,1670024
23113600,2019-04-26 09:49:28 UTC,842327
23113604,2019-04-26 11:47:41 UTC,1670095
23113614,2019-04-26 11:48:00 UTC,1670095
23113616,2019-04-26 09:49:46 UTC,1663808
23113630,2019-04-26 09:38:13 UTC,1669992
23113637,2019-04-26 11:50:13 UTC,1670095
23113658,2019-04-26 11:47:57 UTC,1297026
23113666,2019-04-26 09:50:13 UTC,783022
23113678,2019-04-26 09:50:22 UTC,1663808
23113687,2019-04-26 11:50:57 UTC,1670296
23113693,2019-04-26 10:48:12 UTC,1367814
23113700,2019-04-26 09:51:28 UTC,1670024
23113708,2019-04-26 10:49:15 UTC,1367814
23113709,2019-04-26 08:08:04 UTC,353381
23113711,2019-04-26 09:51:46 UTC,783022
23113722,2019-04-26 09:51:37 UTC,1663808
23113725,2019-04-26 10:50:33 UTC,1367814
23113739,2019-04-26 10:51:46 UTC,1367814
23113743,2019-04-26 09:52:20 UTC,1663808
23113766,2019-04-26 10:52:46 UTC,1367814
23113768,2019-04-26 09:52:45 UTC,783022
23113772,2019-04-26 11:51:05 UTC,1670095
23113780,2019-04-26 09:52:59 UTC,1663808
23113791,2019-04-26 08:09:41 UTC,353381
23113806,2019-04-26 09:53:28 UTC,1663808
23113828,2019-04-26 11:52:31 UTC,1297026
23113832,2019-04-26 11:54:20 UTC,1670095
23113838,2019-04-26 10:53:51 UTC,1367814
23113853,2019-04-26 09:54:38 UTC,1670024
23113869,2019-04-26 09:54:28 UTC,1663808
23113886,2019-04-26 11:55:01 UTC,1670296
23113890,2019-04-26 11:55:03 UTC,1670095
23113916,2019-04-26 11:55:25 UTC,1670296
23113932,2019-04-26 09:53:43 UTC,783022
23113937,2019-04-26 11:56:10 UTC,1670296
23113939,2019-04-26 11:56:13 UTC,1670095
23114006,2019-04-26 09:54:39 UTC,783022
23114024,2019-04-26 11:57:00 UTC,1670095
23114041,2019-04-26 11:58:45 UTC,1670296
23114062,2019-04-26 09:59:44 UTC,842327
23114094,2019-04-26 10:00:36 UTC,1663746
23114100,2019-04-26 10:00:47 UTC,842327
23114194,2019-04-26 10:02:02 UTC,1670087
23114203,2019-04-26 10:00:07 UTC,783022
23114348,2019-04-26 11:59:01 UTC,1297026
23114370,2019-04-26 12:04:52 UTC,1670095
23114402,2019-04-26 10:05:21 UTC,1663808
23114424,2019-04-26 10:05:54 UTC,1669840
23114498,2019-04-26 10:07:31 UTC,1663746
23114516,2019-04-26 10:07:41 UTC,1670024
23114526,2019-04-26 10:07:41 UTC,1663808
23114554,2019-04-26 12:08:48 UTC,1670095
23114575,2019-04-26 12:08:04 UTC,1670296
23114597,2019-04-26 10:09:21 UTC,1669840
23114627,2019-04-26 12:09:09 UTC,1670296
23114771,2019-04-26 11:09:00 UTC,781146
23114808,2019-04-26 12:11:39 UTC,1670296
23114813,2019-04-26 11:12:30 UTC,781146
23114846,2019-04-26 11:13:12 UTC,781146
23114974,2019-04-26 10:15:11 UTC,1669840
23115006,2019-04-26 11:14:00 UTC,781146
23115041,2019-04-26 09:39:30 UTC,1669992
23115044,2019-04-26 10:54:40 UTC,1367814
23115047,2019-04-26 09:40:00 UTC,1669992
23115050,2019-04-26 10:55:16 UTC,1367814
23115081,2019-04-26 10:17:16 UTC,1669840
23115099,2019-04-26 10:57:23 UTC,1367814
23115106,2019-04-26 11:03:36 UTC,1367814
23115108,2019-04-26 09:40:29 UTC,1669992
23115116,2019-04-26 11:04:59 UTC,1367814
23115117,2019-04-26 09:42:55 UTC,1669992
23115129,2019-04-26 11:05:55 UTC,1367814
23115130,2019-04-26 09:46:01 UTC,1669992
23115142,2019-04-26 09:46:47 UTC,1669992
23115146,2019-04-26 11:10:35 UTC,1367814
23115152,2019-04-26 09:47:35 UTC,1669992
23115163,2019-04-26 09:50:53 UTC,1669992
23115177,2019-04-26 09:51:43 UTC,1669992
23115185,2019-04-26 09:52:29 UTC,1669992
23115196,2019-04-26 09:52:50 UTC,1669992
23115209,2019-04-26 09:57:24 UTC,1669992
23115210,2019-04-26 10:03:06 UTC,1670087
23115217,2019-04-26 09:58:06 UTC,1669992
23115226,2019-04-26 10:02:43 UTC,1669992
23115238,2019-04-26 10:04:02 UTC,1669992
23115247,2019-04-26 10:04:58 UTC,1669992
23115255,2019-04-26 10:05:39 UTC,1669992
23115263,2019-04-26 10:08:01 UTC,1669992
23115274,2019-04-26 10:12:22 UTC,1669992
23115283,2019-04-26 10:15:01 UTC,1669992
23115293,2019-04-26 10:16:28 UTC,1669992
23115436,2019-04-26 12:21:33 UTC,1670296
23115485,2019-04-26 12:10:37 UTC,1570176
23115556,2019-04-26 11:53:06 UTC,1570176
23115561,2019-04-26 11:24:37 UTC,796473
23115603,2019-04-26 11:25:30 UTC,796473
23115615,2019-04-26 11:18:08 UTC,781146
23115626,2019-04-26 11:49:33 UTC,1570176
23115632,2019-04-26 11:25:25 UTC,781146
23115670,2019-04-26 11:48:12 UTC,1570176
23115671,2019-04-26 10:26:34 UTC,1281677
23115740,2019-04-26 11:44:46 UTC,1570176
23115758,2019-04-26 12:26:31 UTC,1297026
23115793,2019-04-26 12:27:24 UTC,1670296
23115800,2019-04-26 11:46:01 UTC,1570176
23115847,2019-04-26 12:28:44 UTC,1670296
23115886,2019-04-26 11:44:32 UTC,1570176
23115921,2019-04-26 11:28:55 UTC,796473
23115935,2019-04-26 10:30:03 UTC,1669840
23116044,2019-04-26 10:31:28 UTC,1669840
23116072,2019-04-26 11:37:17 UTC,1570176
23116089,2019-04-26 10:19:40 UTC,783022
23116102,2019-04-26 10:20:13 UTC,783022
23116130,2019-04-26 11:34:48 UTC,1570176
23116158,2019-04-26 11:30:34 UTC,1570176
23116185,2019-04-26 12:33:12 UTC,1670296
23116235,2019-04-26 12:34:27 UTC,1670296
23116240,2019-04-26 11:29:58 UTC,1570176
23116269,2019-04-26 10:35:41 UTC,353381
23116282,2019-04-26 11:38:13 UTC,1570176
23116300,2019-04-26 10:36:06 UTC,353381
23116312,2019-04-26 12:35:41 UTC,1670296
23116346,2019-04-26 11:41:44 UTC,1570176
23116481,2019-04-26 11:25:48 UTC,1570176
23116546,2019-04-26 11:29:20 UTC,1570176
23116639,2019-04-26 11:29:03 UTC,1570176
23116723,2019-04-26 11:39:37 UTC,781146
23116738,2019-04-26 12:41:02 UTC,1670296
23116816,2019-04-26 21:11:49 UTC,894051
23116839,2019-04-26 21:31:13 UTC,894051
23116844,2019-04-26 21:36:09 UTC,894051
23116857,2019-04-26 11:42:34 UTC,796473
23116867,2019-04-26 11:43:39 UTC,796473
23116885,2019-04-26 22:44:31 UTC,894051
23116911,2019-04-26 10:42:42 UTC,1670644
23116926,2019-04-26 10:31:49 UTC,783022
23116972,2019-04-26 10:45:08 UTC,783022
23117152,2019-04-26 22:44:57 UTC,894051
23117216,2019-04-26 12:49:55 UTC,1670296
23117546,2019-04-26 12:54:00 UTC,1670296
23117815,2019-04-26 11:33:30 UTC,1570176
23117872,2019-04-26 11:29:37 UTC,1570176
23117889,2019-04-26 12:57:03 UTC,1670296
23117909,2019-04-26 10:45:42 UTC,783022
23118053,2019-04-26 13:01:34 UTC,854727
23118120,2019-04-26 13:02:40 UTC,1670296
23118130,2019-04-26 12:03:21 UTC,796473
23118326,2019-04-26 13:04:04 UTC,1670296
23118708,2019-04-26 12:09:47 UTC,796473
23119021,2019-04-26 09:39:44 UTC,1501284
23119079,2019-04-26 09:35:31 UTC,1501284
23119134,2019-04-26 13:08:47 UTC,1617933
23119153,2019-04-26 13:12:49 UTC,1670296
23119271,2019-04-26 09:39:05 UTC,1501284
23119357,2019-04-26 07:06:20 UTC,1501284
23119529,2019-04-26 09:38:06 UTC,1501284
23119636,2019-04-26 07:07:44 UTC,1501284
23119668,2019-04-26 09:39:18 UTC,1501284
23119773,2019-04-26 07:03:15 UTC,1501284
23119774,2019-04-26 09:30:07 UTC,1501284
23119845,2019-04-26 09:29:08 UTC,1501284
23119950,2019-04-26 13:14:14 UTC,1670296
23119960,2019-04-26 07:12:13 UTC,1501284
23119962,2019-04-26 09:37:38 UTC,1501284
23120000,2019-04-26 09:35:19 UTC,1501284
23120053,2019-04-26 09:29:04 UTC,1501284
23120068,2019-04-26 09:28:40 UTC,1501284
23120104,2019-04-26 11:22:03 UTC,783022
23120146,2019-04-26 09:28:24 UTC,1501284
23120177,2019-04-26 09:27:13 UTC,1501284
23120189,2019-04-26 07:08:59 UTC,1501284
23120261,2019-04-26 09:26:59 UTC,1501284
23120314,2019-04-26 11:24:33 UTC,783022
23120327,2019-04-26 09:26:42 UTC,1501284
23120418,2019-04-26 07:06:37 UTC,1501284
23120519,2019-04-26 07:05:47 UTC,1501284
23120591,2019-04-26 23:27:18 UTC,894051
23120699,2019-04-26 07:04:54 UTC,1501284
23120784,2019-04-26 13:25:53 UTC,1670296
23120865,2019-04-26 07:05:03 UTC,1501284
23120870,2019-04-26 11:28:39 UTC,783022
23121041,2019-04-26 13:29:50 UTC,1670296
23121203,2019-04-26 13:32:06 UTC,1670296
23121353,2019-04-26 13:32:57 UTC,1670296
23121588,2019-04-26 13:34:33 UTC,1670296
23121793,2019-04-26 13:36:52 UTC,1670296
23121811,2019-04-26 11:38:02 UTC,908315
23121903,2019-04-26 11:38:43 UTC,908315
23121909,2019-04-26 13:38:06 UTC,1670651
23122013,2019-04-26 23:39:38 UTC,894051
23122228,2019-04-26 11:41:49 UTC,908315
23122352,2019-04-26 13:42:25 UTC,1670296
23122396,2019-04-26 13:43:20 UTC,1670651
23122427,2019-04-26 11:43:59 UTC,908315
23122472,2019-04-26 13:43:56 UTC,1670651
23122474,2019-04-26 13:44:02 UTC,1670296
23122833,2019-04-26 13:30:00 UTC,1670953
23122841,2019-04-26 11:44:58 UTC,783022
23123087,2019-04-26 12:46:56 UTC,781146
23123115,2019-04-26 13:46:49 UTC,1656262
23123170,2019-04-26 11:49:26 UTC,353381
23123232,2019-04-26 12:49:53 UTC,781146
23123247,2019-04-26 11:50:01 UTC,353381
23123268,2019-04-26 13:50:03 UTC,1656262
23123317,2019-04-26 12:50:23 UTC,781146
23123330,2019-04-26 13:50:25 UTC,1670651
23123521,2019-04-26 13:52:30 UTC,1670953
23123533,2019-04-26 13:52:14 UTC,1670651
23123554,2019-04-26 11:52:26 UTC,908315
23123671,2019-04-26 13:51:52 UTC,1656262
23123757,2019-04-26 13:54:17 UTC,1656262
23124030,2019-04-26 11:56:42 UTC,908315
23124052,2019-04-26 13:56:48 UTC,1670651
23124076,2019-04-26 13:56:41 UTC,1670296
23124126,2019-04-26 11:57:28 UTC,908315
23124582,2019-04-26 14:00:10 UTC,1656262
23124725,2019-04-26 14:02:22 UTC,1656262
23124929,2019-04-26 13:04:14 UTC,781146
23124959,2019-04-26 14:04:10 UTC,1670296
23125154,2019-04-26 14:05:40 UTC,1670296
23125257,2019-04-26 14:06:18 UTC,1656262
23125385,2019-04-26 14:07:32 UTC,1670296
23125495,2019-04-26 14:08:40 UTC,1181272
23125724,2019-04-26 13:10:59 UTC,781146
23125745,2019-04-26 14:10:02 UTC,1656262
23125752,2019-04-26 12:11:27 UTC,1671384
23125884,2019-04-26 14:10:07 UTC,1670296
23125965,2019-04-26 14:13:02 UTC,1670296
23126029,2019-04-26 14:13:04 UTC,1656262
23126100,2019-04-26 12:06:49 UTC,1671384
23126224,2019-04-26 14:15:03 UTC,1181272
23126272,2019-04-26 12:13:42 UTC,908252
23126344,2019-04-26 12:07:36 UTC,1671384
23126379,2019-04-26 13:11:56 UTC,781146
23126406,2019-04-26 13:15:14 UTC,781146
23126467,2019-04-26 13:17:00 UTC,781146
23126589,2019-04-26 12:17:10 UTC,1671384
23126783,2019-04-26 12:19:23 UTC,1671384
23126945,2019-04-26 12:16:43 UTC,908252
23126972,2019-04-26 13:20:03 UTC,781146
23126992,2019-04-26 12:21:20 UTC,353381
23127062,2019-04-26 14:18:47 UTC,1656262
23127150,2019-04-26 13:21:48 UTC,781146
23127187,2019-04-26 13:22:23 UTC,781146
23127302,2019-04-26 13:23:07 UTC,781146
23127489,2019-04-26 14:24:18 UTC,1656262
23127585,2019-04-26 14:25:32 UTC,1656262
23127713,2019-04-26 12:02:01 UTC,1501284
23127768,2019-04-26 11:54:44 UTC,1501284
23127973,2019-04-26 13:25:46 UTC,781146
23128043,2019-04-26 12:00:46 UTC,1501284
23128167,2019-04-26 13:30:44 UTC,781146
23128394,2019-04-26 11:43:19 UTC,1501284
23128446,2019-04-26 12:33:17 UTC,1671384
23128478,2019-04-26 13:32:31 UTC,781146
23128621,2019-04-26 12:27:01 UTC,908252
23128786,2019-04-26 11:38:28 UTC,1501284
23128799,2019-04-26 14:35:00 UTC,1656262
23128900,2019-04-26 13:34:06 UTC,781146
23128943,2019-04-26 13:35:53 UTC,781146
23128975,2019-04-26 12:35:30 UTC,908252
23129047,2019-04-26 14:36:32 UTC,1656262
23129057,2019-04-26 12:37:17 UTC,908252
23129278,2019-04-26 13:37:43 UTC,781146
23129438,2019-04-26 14:38:31 UTC,1656262
23129704,2019-04-26 13:39:08 UTC,781146
23129888,2019-04-26 13:42:01 UTC,781146
23129975,2019-04-26 12:43:07 UTC,908252
23131047,2019-04-26 14:48:16 UTC,1656262
23131119,2019-04-26 12:32:23 UTC,1653354
23131167,2019-04-26 14:51:09 UTC,1656262
23131175,2019-04-26 12:31:00 UTC,1653354
23131247,2019-04-26 12:38:51 UTC,1653354
23131299,2019-04-26 13:52:07 UTC,781146
23131305,2019-04-26 12:49:57 UTC,1653354
23131444,2019-04-26 12:30:16 UTC,1653354
23131445,2019-04-26 12:47:56 UTC,908252
23131496,2019-04-26 12:38:34 UTC,1653354
23131526,2019-04-26 13:52:44 UTC,781146
23131552,2019-04-26 12:40:55 UTC,1653354
23131600,2019-04-26 12:43:02 UTC,1653354
23131637,2019-04-26 12:43:32 UTC,1653354
23131700,2019-04-26 12:44:30 UTC,1653354
23131771,2019-04-26 12:45:26 UTC,1653354
23131805,2019-04-26 12:48:19 UTC,1653354
23131898,2019-04-26 12:56:12 UTC,1671384
23132125,2019-04-26 12:10:57 UTC,1501284
23132314,2019-04-26 12:58:33 UTC,1671384
23132344,2019-04-26 13:58:38 UTC,781146
23132440,2019-04-26 12:02:33 UTC,1501284
23132445,2019-04-26 13:59:48 UTC,781146
23132522,2019-04-26 12:04:18 UTC,1501284
23132638,2019-04-26 14:59:00 UTC,1656262
23132658,2019-04-26 13:00:47 UTC,1671384
23132715,2019-04-26 14:01:08 UTC,781146
23132744,2019-04-26 12:56:06 UTC,908252
23132768,2019-04-26 12:04:11 UTC,1501284
23132841,2019-04-26 12:03:17 UTC,1501284
23132921,2019-04-26 14:02:48 UTC,781146
23133061,2019-04-26 12:52:05 UTC,1670087
23133095,2019-04-26 14:04:05 UTC,781146
23133200,2019-04-26 13:01:56 UTC,1670087
23133338,2019-04-26 14:05:29 UTC,781146
23133431,2019-04-26 14:06:08 UTC,781146
23133490,2019-04-26 13:06:28 UTC,1501284
23133573,2019-04-26 14:07:04 UTC,781146
23133716,2019-04-26 14:07:59 UTC,781146
23133766,2019-04-26 13:07:56 UTC,1670087
23133824,2019-04-26 13:05:26 UTC,908252
23133826,2019-04-26 15:08:24 UTC,1656262
23133952,2019-04-26 14:09:49 UTC,781146
23134104,2019-04-26 14:10:35 UTC,781146
23134126,2019-04-26 11:45:47 UTC,783022
23134135,2019-04-26 11:48:01 UTC,783022
23134189,2019-04-26 14:11:14 UTC,781146
23134358,2019-04-26 13:11:01 UTC,1671384
23134360,2019-04-26 13:10:40 UTC,783022
23134366,2019-04-26 14:12:15 UTC,781146
23134427,2019-04-26 13:11:12 UTC,783022
23134537,2019-04-26 13:13:11 UTC,1671384
23134665,2019-04-26 15:14:29 UTC,1656262
23134779,2019-04-26 15:14:55 UTC,1656262
23134865,2019-04-26 15:15:47 UTC,1656262
23135016,2019-04-26 15:16:27 UTC,1656262
23136137,2019-04-26 14:24:20 UTC,796473
23136139,2019-04-26 13:22:14 UTC,1670087
23136361,2019-04-26 14:25:54 UTC,796473
23136979,2019-04-26 13:28:40 UTC,908252
23137072,2019-04-26 12:11:06 UTC,1672448
23137096,2019-04-26 12:16:17 UTC,1672448
